psgc_code,correspondence_code,name,level,region,province,city_municipality
1705315015,175315015,Panacan,Bgy,MIMAROPA Region,Palawan,Narra
1705315016,175315016,Princess Urduja,Bgy,MIMAROPA Region,Palawan,Narra
1705315017,175315017,Sandoval,Bgy,MIMAROPA Region,Palawan,Narra
1705315018,175315018,Tacras,Bgy,MIMAROPA Region,Palawan,Narra
1705315019,175315019,Taritien,Bgy,MIMAROPA Region,Palawan,Narra
1705315020,175315020,Teresa,Bgy,MIMAROPA Region,Palawan,Narra
1705315021,175315021,Tinagong Dagat,Bgy,MIMAROPA Region,Palawan,Narra
1705315022,175315022,Bagong Sikat,Bgy,MIMAROPA Region,Palawan,Narra
1705315023,175315023,Panacan 2,Bgy,MIMAROPA Region,Palawan,Narra
1731500000,175316000,City of Puerto Princesa,City,MIMAROPA Region,Palawan,
1731500001,175316001,Babuyan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500002,175316002,Bacungan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500003,175316003,Bagong Bayan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500004,175316004,Bagong Pag-Asa,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500005,175316005,Bagong Sikat,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500006,175316006,Bagong Silang,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500008,175316008,Bahile,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500009,175316009,Bancao-bancao,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500010,175316010,Binduyan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500011,175316011,Buenavista,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500012,175316012,Cabayugan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500013,175316013,Concepcion,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500014,175316014,Inagawan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500015,175316015,Irawan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500016,175316016,Iwahig,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500017,175316017,Kalipay,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500018,175316018,Kamuning,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500019,175316019,Langogan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500020,175316020,Liwanag,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500021,175316021,Lucbuan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500022,175316022,Mabuhay,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500023,175316023,Macarascas,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500024,175316024,Magkakaibigan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500025,175316025,Maligaya,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500026,175316026,Manalo,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500027,175316027,Manggahan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500028,175316028,Maningning,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500029,175316029,Maoyon,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500030,175316030,Marufinas,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500031,175316031,Maruyogon,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500032,175316032,Masigla,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500033,175316033,Masikap,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500034,175316034,Masipag,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500035,175316035,Matahimik,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500036,175316036,Matiyaga,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500037,175316037,Maunlad,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500038,175316038,Milagrosa,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500039,175316039,Model,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500040,175316040,Montible,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500041,175316041,Napsan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500042,175316042,New Panggangan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500043,175316043,Pagkakaisa,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500044,175316044,Princesa,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500045,175316045,Salvacion,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500046,175316046,San Jose,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500047,175316047,San Miguel,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500048,175316048,San Pedro,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500049,175316049,San Rafael,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500050,175316050,Santa Cruz,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500051,175316051,Santa Lourdes,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500052,175316052,Santa Lucia,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500053,175316053,Santa Monica,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500054,175316054,Seaside,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500055,175316055,Sicsican,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500056,175316056,Simpocan,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500057,175316057,Tagabinit,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500058,175316058,Tagburos,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500059,175316059,Tagumpay,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500060,175316060,Tanabag,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500061,175316061,Tanglaw,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500062,175316062,Barangay ng mga Mangingisda,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500063,175316063,Inagawan Sub-Colony,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500064,175316064,Luzviminda,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500065,175316065,Mandaragat,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500066,175316066,San Manuel,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1731500067,175316067,Tiniguiban,Bgy,MIMAROPA Region,Palawan,City of Puerto Princesa 
1705317000,175317000,Quezon,Mun,MIMAROPA Region,Palawan,
1705317001,175317001,Alfonso XIII,Bgy,MIMAROPA Region,Palawan,Quezon
1705317002,175317002,Aramaywan,Bgy,MIMAROPA Region,Palawan,Quezon
1705317003,175317003,Berong,Bgy,MIMAROPA Region,Palawan,Quezon
1705317005,175317005,Calumpang,Bgy,MIMAROPA Region,Palawan,Quezon
1705317011,175317011,Isugod,Bgy,MIMAROPA Region,Palawan,Quezon
1705317012,175317012,Quinlogan,Bgy,MIMAROPA Region,Palawan,Quezon
1705317014,175317014,Maasin,Bgy,MIMAROPA Region,Palawan,Quezon
1705317016,175317016,Panitian,Bgy,MIMAROPA Region,Palawan,Quezon
1705317017,175317017,Pinaglabanan,Bgy,MIMAROPA Region,Palawan,Quezon
1705317020,175317020,Sowangan,Bgy,MIMAROPA Region,Palawan,Quezon
1705317021,175317021,Tabon,Bgy,MIMAROPA Region,Palawan,Quezon
1705317023,175317023,Calatagbak,Bgy,MIMAROPA Region,Palawan,Quezon
1705317024,175317024,Malatgao,Bgy,MIMAROPA Region,Palawan,Quezon
1705317025,175317025,Tagusao,Bgy,MIMAROPA Region,Palawan,Quezon
1705318000,175318000,Roxas,Mun,MIMAROPA Region,Palawan,
1705318001,175318001,Abaroan,Bgy,MIMAROPA Region,Palawan,Roxas
1705318002,175318002,Antonino,Bgy,MIMAROPA Region,Palawan,Roxas
1705318003,175318003,Bagong Bayan,Bgy,MIMAROPA Region,Palawan,Roxas
1705318004,175318004,Caramay,Bgy,MIMAROPA Region,Palawan,Roxas
1705318005,175318005,Dumarao,Bgy,MIMAROPA Region,Palawan,Roxas
1705318006,175318006,Iraan,Bgy,MIMAROPA Region,Palawan,Roxas
1705318008,175318008,Jolo,Bgy,MIMAROPA Region,Palawan,Roxas
1705318009,175318009,Magara,Bgy,MIMAROPA Region,Palawan,Roxas
1705318010,175318010,Malcampo,Bgy,MIMAROPA Region,Palawan,Roxas
1705318011,175318011,Mendoza,Bgy,MIMAROPA Region,Palawan,Roxas
1705318012,175318012,Narra,Bgy,MIMAROPA Region,Palawan,Roxas
1705318013,175318013,New Barbacan,Bgy,MIMAROPA Region,Palawan,Roxas
1705318014,175318014,New Cuyo,Bgy,MIMAROPA Region,Palawan,Roxas
1705318015,175318015,Barangay 1,Bgy,MIMAROPA Region,Palawan,Roxas
1705318017,175318017,Rizal,Bgy,MIMAROPA Region,Palawan,Roxas
1705318018,175318018,Salvacion,Bgy,MIMAROPA Region,Palawan,Roxas
1705318019,175318019,San Isidro,Bgy,MIMAROPA Region,Palawan,Roxas
1705318020,175318020,San Jose,Bgy,MIMAROPA Region,Palawan,Roxas
1705318021,175318021,San Miguel,Bgy,MIMAROPA Region,Palawan,Roxas
1705318022,175318022,San Nicolas,Bgy,MIMAROPA Region,Palawan,Roxas
1705318023,175318023,Sandoval,Bgy,MIMAROPA Region,Palawan,Roxas
1705318024,175318024,Tagumpay,Bgy,MIMAROPA Region,Palawan,Roxas
1705318025,175318025,Taradungan,Bgy,MIMAROPA Region,Palawan,Roxas
1705318026,175318026,Tinitian,Bgy,MIMAROPA Region,Palawan,Roxas
1705318028,175318028,Tumarbong,Bgy,MIMAROPA Region,Palawan,Roxas
1705318029,175318029,Barangay II,Bgy,MIMAROPA Region,Palawan,Roxas
1705318030,175318030,Barangay III,Bgy,MIMAROPA Region,Palawan,Roxas
1705318031,175318031,Barangay IV,Bgy,MIMAROPA Region,Palawan,Roxas
1705318032,175318032,Barangay V Pob.,Bgy,MIMAROPA Region,Palawan,Roxas
1705318033,175318033,Barangay VI Pob.,Bgy,MIMAROPA Region,Palawan,Roxas
1705318034,175318034,Nicanor Zabala,Bgy,MIMAROPA Region,Palawan,Roxas
1705319000,175319000,San Vicente,Mun,MIMAROPA Region,Palawan,
1705319001,175319001,Alimanguan,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319002,175319002,Binga,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319003,175319003,Caruray,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319004,175319004,Kemdeng,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319005,175319005,New Agutaya,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319006,175319006,New Canipo,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319007,175319007,Port Barton,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319008,175319008,Poblacion,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319009,175319009,San Isidro,Bgy,MIMAROPA Region,Palawan,San Vicente
1705319010,175319010,Santo Niño,Bgy,MIMAROPA Region,Palawan,San Vicente
1705320000,175320000,Taytay,Mun,MIMAROPA Region,Palawan,
1705320001,175320001,Abongan,Bgy,MIMAROPA Region,Palawan,Taytay
1705320002,175320002,Banbanan,Bgy,MIMAROPA Region,Palawan,Taytay
1705320003,175320003,Bantulan,Bgy,MIMAROPA Region,Palawan,Taytay
1705320004,175320004,Batas,Bgy,MIMAROPA Region,Palawan,Taytay
1705320005,175320005,Bato,Bgy,MIMAROPA Region,Palawan,Taytay
1705320006,175320006,Beton,Bgy,MIMAROPA Region,Palawan,Taytay
1705320007,175320007,Busy Bees,Bgy,MIMAROPA Region,Palawan,Taytay
1705320008,175320008,Calawag,Bgy,MIMAROPA Region,Palawan,Taytay
1705320009,175320009,Casian,Bgy,MIMAROPA Region,Palawan,Taytay
1705320010,175320010,Cataban,Bgy,MIMAROPA Region,Palawan,Taytay
1705320011,175320011,Debangan,Bgy,MIMAROPA Region,Palawan,Taytay
1705320012,175320012,Depla,Bgy,MIMAROPA Region,Palawan,Taytay
1705320013,175320013,Liminangcong,Bgy,MIMAROPA Region,Palawan,Taytay
1705320014,175320014,Meytegued,Bgy,MIMAROPA Region,Palawan,Taytay
1705320015,175320015,New Guinlo,Bgy,MIMAROPA Region,Palawan,Taytay
1705320016,175320016,Old Guinlo,Bgy,MIMAROPA Region,Palawan,Taytay
1705320017,175320017,Pamantolon,Bgy,MIMAROPA Region,Palawan,Taytay
1705320018,175320018,Pancol,Bgy,MIMAROPA Region,Palawan,Taytay
1705320019,175320019,Paly,Bgy,MIMAROPA Region,Palawan,Taytay
1705320020,175320020,Poblacion,Bgy,MIMAROPA Region,Palawan,Taytay
1705320021,175320021,Pularaquen,Bgy,MIMAROPA Region,Palawan,Taytay
1705320022,175320022,San Jose,Bgy,MIMAROPA Region,Palawan,Taytay
1705320023,175320023,Sandoval,Bgy,MIMAROPA Region,Palawan,Taytay
1705320024,175320024,Silanga,Bgy,MIMAROPA Region,Palawan,Taytay
1705320025,175320025,Alacalian,Bgy,MIMAROPA Region,Palawan,Taytay
1705320026,175320026,Baras,Bgy,MIMAROPA Region,Palawan,Taytay
1705320027,175320027,Libertad,Bgy,MIMAROPA Region,Palawan,Taytay
1705320028,175320028,Minapla,Bgy,MIMAROPA Region,Palawan,Taytay
1705320029,175320029,Talog,Bgy,MIMAROPA Region,Palawan,Taytay
1705320030,175320030,Tumbod,Bgy,MIMAROPA Region,Palawan,Taytay
1705320031,175320031,Paglaum,Bgy,MIMAROPA Region,Palawan,Taytay
1705321000,175321000,Kalayaan,Mun,MIMAROPA Region,Palawan,
1705321004,175321004,Pag-Asa,Bgy,MIMAROPA Region,Palawan,Kalayaan
1705322000,175322000,Culion,Mun,MIMAROPA Region,Palawan,
1705322001,175322001,Balala,Bgy,MIMAROPA Region,Palawan,Culion
1705322002,175322002,Baldat,Bgy,MIMAROPA Region,Palawan,Culion
1705322003,175322003,Binudac,Bgy,MIMAROPA Region,Palawan,Culion
1705322004,175322004,Culango,Bgy,MIMAROPA Region,Palawan,Culion
1705322005,175322005,Galoc,Bgy,MIMAROPA Region,Palawan,Culion
1705322006,175322006,Jardin,Bgy,MIMAROPA Region,Palawan,Culion
1705322007,175322007,Libis,Bgy,MIMAROPA Region,Palawan,Culion
1705322008,175322008,Luac,Bgy,MIMAROPA Region,Palawan,Culion
1705322009,175322009,Malaking Patag,Bgy,MIMAROPA Region,Palawan,Culion
1705322010,175322010,Osmeña,Bgy,MIMAROPA Region,Palawan,Culion
1705322011,175322011,Tiza,Bgy,MIMAROPA Region,Palawan,Culion
1705322012,175322012,Burabod,Bgy,MIMAROPA Region,Palawan,Culion
1705322013,175322013,Halsey,Bgy,MIMAROPA Region,Palawan,Culion
1705322014,175322014,De Carabao,Bgy,MIMAROPA Region,Palawan,Culion
1705323000,175323000,Rizal,Mun,MIMAROPA Region,Palawan,
1705323001,175323001,Bunog,Bgy,MIMAROPA Region,Palawan,Rizal
1705323002,175323002,Campong Ulay,Bgy,MIMAROPA Region,Palawan,Rizal
1705323003,175323003,Candawaga,Bgy,MIMAROPA Region,Palawan,Rizal
1705323004,175323004,Canipaan,Bgy,MIMAROPA Region,Palawan,Rizal
1705323005,175323005,Culasian,Bgy,MIMAROPA Region,Palawan,Rizal
1705323006,175323006,Iraan,Bgy,MIMAROPA Region,Palawan,Rizal
1705323007,175323007,Latud,Bgy,MIMAROPA Region,Palawan,Rizal
1705323008,175323008,Panalingaan,Bgy,MIMAROPA Region,Palawan,Rizal
1705323009,175323009,Punta Baja,Bgy,MIMAROPA Region,Palawan,Rizal
1705323010,175323010,Ransang,Bgy,MIMAROPA Region,Palawan,Rizal
1705323011,175323011,Taburi,Bgy,MIMAROPA Region,Palawan,Rizal
1705324000,175324000,Sofronio Española,Mun,MIMAROPA Region,Palawan,
1705324001,175324001,Abo-abo,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324002,175324002,Iraray,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324003,175324003,Isumbo,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324004,175324004,Labog,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324005,175324005,Panitian,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324006,175324006,Pulot Center,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324007,175324007,Pulot Interior,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324008,175324008,Pulot Shore,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705324009,175324009,Punang,Bgy,MIMAROPA Region,Palawan,Sofronio Española
1705900000,175900000,Romblon,Prov,MIMAROPA Region,,
1705901000,175901000,Alcantara,Mun,MIMAROPA Region,Romblon,
1705901001,175901001,Bonlao,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901002,175901002,Calagonsao,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901003,175901003,Camili,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901004,175901004,Comod-om,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901005,175901005,Madalag,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901006,175901006,Poblacion,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901007,175901007,San Isidro,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901008,175901008,Tugdan,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901009,175901009,Bagsik,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901010,175901010,Gui-ob,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901011,175901011,Lawan,Bgy,MIMAROPA Region,Romblon,Alcantara
1705901012,175901012,San Roque,Bgy,MIMAROPA Region,Romblon,Alcantara
1705902000,175902000,Banton,Mun,MIMAROPA Region,Romblon,
1705902001,175902001,Balogo,Bgy,MIMAROPA Region,Romblon,Banton
1705902002,175902002,Banice,Bgy,MIMAROPA Region,Romblon,Banton
1705902004,175902004,Hambi-an,Bgy,MIMAROPA Region,Romblon,Banton
1705902005,175902005,Lagang,Bgy,MIMAROPA Region,Romblon,Banton
1705902006,175902006,Libtong,Bgy,MIMAROPA Region,Romblon,Banton
1705902007,175902007,Mainit,Bgy,MIMAROPA Region,Romblon,Banton
1705902008,175902008,Nabalay,Bgy,MIMAROPA Region,Romblon,Banton
1705902009,175902009,Nasunogan,Bgy,MIMAROPA Region,Romblon,Banton
1705902010,175902010,Poblacion,Bgy,MIMAROPA Region,Romblon,Banton
1705902011,175902011,Sibay,Bgy,MIMAROPA Region,Romblon,Banton
1705902012,175902012,Tan-Ag,Bgy,MIMAROPA Region,Romblon,Banton
1705902013,175902013,Toctoc,Bgy,MIMAROPA Region,Romblon,Banton
1705902014,175902014,Togbongan,Bgy,MIMAROPA Region,Romblon,Banton
1705902015,175902015,Togong,Bgy,MIMAROPA Region,Romblon,Banton
1705902016,175902016,Tungonan,Bgy,MIMAROPA Region,Romblon,Banton
1705902017,175902017,Tumalum,Bgy,MIMAROPA Region,Romblon,Banton
1705902018,175902018,Yabawon,Bgy,MIMAROPA Region,Romblon,Banton
1705903000,175903000,Cajidiocan,Mun,MIMAROPA Region,Romblon,
1705903001,175903001,Alibagon,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903002,175903002,Cambajao,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903003,175903003,Cambalo,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903004,175903004,Cambijang,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903005,175903005,Cantagda,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903006,175903006,Danao,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903007,175903007,Gutivan,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903008,175903008,Lico,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903009,175903009,Lumbang Este,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903010,175903010,Lumbang Weste,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903011,175903011,Marigondon,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903012,175903012,Poblacion,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903013,175903013,Sugod,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705903014,175903014,Taguilos,Bgy,MIMAROPA Region,Romblon,Cajidiocan
1705904000,175904000,Calatrava,Mun,MIMAROPA Region,Romblon,
1705904001,175904001,Balogo,Bgy,MIMAROPA Region,Romblon,Calatrava
1705904002,175904002,Linao,Bgy,MIMAROPA Region,Romblon,Calatrava
1705904003,175904003,Poblacion,Bgy,MIMAROPA Region,Romblon,Calatrava
1705904004,175904004,Pagsangahan,Bgy,MIMAROPA Region,Romblon,Calatrava
1705904005,175904005,Pangulo,Bgy,MIMAROPA Region,Romblon,Calatrava
1705904006,175904006,San Roque,Bgy,MIMAROPA Region,Romblon,Calatrava
1705904007,175904007,Talisay,Bgy,MIMAROPA Region,Romblon,Calatrava
1705905000,175905000,Concepcion,Mun,MIMAROPA Region,Romblon,
1705905002,175905002,Bachawan,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905003,175905003,Calabasahan,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905004,175905004,Dalajican,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905005,175905005,Masudsud,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905006,175905006,Poblacion,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905007,175905007,Sampong,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905008,175905008,San Pedro,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905009,175905009,San Vicente,Bgy,MIMAROPA Region,Romblon,Concepcion
1705905010,175905010,Masadya,Bgy,MIMAROPA Region,Romblon,Concepcion
1705906000,175906000,Corcuera,Mun,MIMAROPA Region,Romblon,
1705906001,175906001,Alegria,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906002,175906002,Ambulong,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906003,175906003,Colongcolong,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906004,175906004,Gobon,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906005,175906005,Guintiguiban,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906006,175906006,Ilijan,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906007,175906007,Labnig,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906008,175906008,Mabini,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906009,175906009,Mahaba,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906010,175906010,Mangansag,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906011,175906011,Poblacion,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906013,175906013,San Agustin,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906014,175906014,San Roque,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906015,175906015,San Vicente,Bgy,MIMAROPA Region,Romblon,Corcuera
1705906016,175906016,Tacasan,Bgy,MIMAROPA Region,Romblon,Corcuera
1705907000,175907000,Looc,Mun,MIMAROPA Region,Romblon,
1705907001,175907001,Agojo,Bgy,MIMAROPA Region,Romblon,Looc
1705907002,175907002,Balatucan,Bgy,MIMAROPA Region,Romblon,Looc
1705907003,175907003,Buenavista,Bgy,MIMAROPA Region,Romblon,Looc
1705907004,175907004,Camandag,Bgy,MIMAROPA Region,Romblon,Looc
1705907005,175907005,Guinhayaan,Bgy,MIMAROPA Region,Romblon,Looc
1705907006,175907006,Limon Norte,Bgy,MIMAROPA Region,Romblon,Looc
1705907007,175907007,Limon Sur,Bgy,MIMAROPA Region,Romblon,Looc
1705907008,175907008,Manhac,Bgy,MIMAROPA Region,Romblon,Looc
1705907009,175907009,Pili,Bgy,MIMAROPA Region,Romblon,Looc
1705907011,175907011,Poblacion,Bgy,MIMAROPA Region,Romblon,Looc
1705907012,175907012,Punta,Bgy,MIMAROPA Region,Romblon,Looc
1705907013,175907013,Tuguis,Bgy,MIMAROPA Region,Romblon,Looc
1705908000,175908000,Magdiwang,Mun,MIMAROPA Region,Romblon,
1705908001,175908001,Agsao,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908002,175908002,Agutay,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908003,175908003,Ambulong,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908004,175908004,Dulangan,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908005,175908005,Ipil,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908006,175908006,Jao-asan,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908007,175908007,Poblacion,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908008,175908008,Silum,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705908009,175908009,Tampayan,Bgy,MIMAROPA Region,Romblon,Magdiwang
1705909000,175909000,Odiongan,Mun,MIMAROPA Region,Romblon,
1705909002,175909002,Amatong,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909003,175909003,Anahao,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909004,175909004,Bangon,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909005,175909005,Batiano,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909006,175909006,Budiong,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909008,175909008,Canduyong,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909010,175909010,Dapawan,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909012,175909012,Gabawan,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909014,175909014,Libertad,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909015,175909015,Malilico,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909016,175909016,Mayha,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909017,175909017,Panique,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909018,175909018,Pato-o,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909020,175909020,Ligaya,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909021,175909021,Liwanag,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909022,175909022,Poctoy,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909023,175909023,Progreso Este,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909024,175909024,Progreso Weste,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909025,175909025,Rizal,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909026,175909026,Tabing Dagat,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909027,175909027,Tabobo-an,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909029,175909029,Tulay,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909030,175909030,Tumingad,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909031,175909031,Liwayway,Bgy,MIMAROPA Region,Romblon,Odiongan
1705909032,175909032,Tuburan,Bgy,MIMAROPA Region,Romblon,Odiongan
1705910000,175910000,Romblon,Mun,MIMAROPA Region,Romblon,
1705910001,175910001,Agbaluto,Bgy,MIMAROPA Region,Romblon,Romblon 
